id,title,path_to_file,updated_at
6840,Free-trade area,../data/articles/6840.txt,2021-12-15T17:57:58Z
6841,French fries,../data/articles/6841.txt,2021-12-11T16:37:36Z
6842,Field hockey,../data/articles/6842.txt,2021-12-08T16:09:55Z
6843,Finagle's law,../data/articles/6843.txt,2021-11-08T17:31:50Z
6844,Finagle's law,../data/articles/6844.txt,2017-06-05T03:51:14Z
6845,Fundamental interaction,../data/articles/6845.txt,2021-12-09T15:23:29Z
6846,Floppy disk,../data/articles/6846.txt,2021-12-19T21:36:40Z
6847,Fullerene,../data/articles/6847.txt,2017-09-08T17:59:25Z
6848,Fencing,../data/articles/6848.txt,2021-11-28T08:16:38Z
6849,The Free Software Definition,../data/articles/6849.txt,2021-12-14T03:09:36Z
6850,Fluid mechanics,../data/articles/6850.txt,2017-06-05T03:51:19Z
6851,Felix Bloch,../data/articles/6851.txt,2021-11-25T03:57:43Z
6852,Fugue,../data/articles/6852.txt,2021-12-18T15:28:19Z
6853,Fugue state,../data/articles/6853.txt,2021-12-10T06:49:39Z
6854,Frame rate,../data/articles/6854.txt,2017-02-08T14:35:24Z
6855,First-person shooter,../data/articles/6855.txt,2017-06-05T03:51:24Z
6856,Force,../data/articles/6856.txt,2021-12-19T17:29:22Z
6857,Family law,../data/articles/6857.txt,2021-12-07T07:07:29Z
6858,Fractal,../data/articles/6858.txt,2017-06-05T03:51:29Z
6859,Finite-state machine,../data/articles/6859.txt,2009-04-12T04:56:48Z
6860,Foonly,../data/articles/6860.txt,2021-09-02T21:16:46Z
6861,Functional group,../data/articles/6861.txt,2021-10-26T22:38:12Z
6862,Fractal,../data/articles/6862.txt,2021-12-19T17:16:29Z
6863,Fluid,../data/articles/6863.txt,2021-10-10T00:47:58Z
6864,FAQ,../data/articles/6864.txt,2021-12-20T11:47:53Z
6865,Fibonacci number,../data/articles/6865.txt,2021-12-14T14:21:45Z
6866,Fighter aircraft,../data/articles/6866.txt,2017-06-05T03:51:36Z
6867,Fontainebleau,../data/articles/6867.txt,2021-10-08T06:05:27Z
6868,Fermat's little theorem,../data/articles/6868.txt,2002-10-10T23:05:10Z
6869,Fossil fuel,../data/articles/6869.txt,2017-03-10T18:03:40Z
6870,Fighter aircraft,../data/articles/6870.txt,2021-11-28T17:50:50Z
6871,February 25,../data/articles/6871.txt,2021-12-11T07:09:54Z
6872,Finite-state machine,../data/articles/6872.txt,2021-12-16T06:34:02Z
6873,Finite-state machine,../data/articles/6873.txt,2011-11-22T18:42:11Z
6874,Functional programming,../data/articles/6874.txt,2021-12-09T07:36:57Z
6875,Functional programming,../data/articles/6875.txt,2003-01-20T20:37:56Z
6876,February 29,../data/articles/6876.txt,2021-12-16T13:08:37Z
6877,Francis Scott Key,../data/articles/6877.txt,2021-12-02T23:56:26Z
6878,FSU,../data/articles/6878.txt,2019-09-27T06:37:33Z
6879,Formal language,../data/articles/6879.txt,2021-12-03T07:52:45Z
6880,Free to Choose,../data/articles/6880.txt,2021-10-22T14:23:19Z
6881,ILR scale,../data/articles/6881.txt,2017-06-05T03:51:43Z
6882,Fortran,../data/articles/6882.txt,2017-06-05T03:51:44Z
6883,Albert Park Circuit,../data/articles/6883.txt,2021-12-19T15:19:31Z
6884,Monaco Grand Prix,../data/articles/6884.txt,2021-12-13T08:48:33Z
6885,Fission,../data/articles/6885.txt,2021-07-12T08:37:57Z
6886,Fusion,../data/articles/6886.txt,2021-05-31T22:21:42Z
6887,Four color theorem,../data/articles/6887.txt,2021-11-12T23:34:25Z
6888,Fahrenheit 451,../data/articles/6888.txt,2021-12-19T02:41:33Z
6889,Gulf War,../data/articles/6889.txt,2018-09-22T21:02:49Z
6890,Francis Xavier,../data/articles/6890.txt,2021-12-16T18:49:19Z
6891,Fossil,../data/articles/6891.txt,2021-12-17T12:41:18Z
6892,Family Educational Rights and Privacy Act,../data/articles/6892.txt,2021-09-05T05:30:17Z
6893,Family Educational Rights and Privacy Act,../data/articles/6893.txt,2017-09-12T18:34:40Z
6894,Forgetting,../data/articles/6894.txt,2021-12-08T12:46:33Z
6895,Radical (chemistry),../data/articles/6895.txt,2008-10-24T07:19:18Z
6896,Fay Wray,../data/articles/6896.txt,2021-12-15T18:46:24Z
6897,Forgetting curve,../data/articles/6897.txt,2021-11-17T08:48:26Z
6898,Field-programmable gate array,../data/articles/6898.txt,2021-12-14T02:28:38Z
6899,Forgetting curve,../data/articles/6899.txt,2006-11-15T16:55:24Z
6900,Free-running sleep,../data/articles/6900.txt,2021-08-29T15:28:07Z
6901,Fenrir,../data/articles/6901.txt,2021-10-31T11:09:36Z
6902,Final Fantasy,../data/articles/6902.txt,2021-12-19T20:52:31Z
6903,Fatty acid,../data/articles/6903.txt,2021-12-18T15:54:08Z
6904,Fearless (1993 film),../data/articles/6904.txt,2021-09-23T04:16:43Z
6905,Franklin D. Roosevelt,../data/articles/6905.txt,2021-12-19T23:00:41Z
6906,Four Freedoms,../data/articles/6906.txt,2021-11-23T19:13:57Z
6907,First-order logic,../data/articles/6907.txt,2021-12-13T20:46:21Z
6908,First-order logic,../data/articles/6908.txt,2005-05-22T05:48:41Z
6909,First-order logic,../data/articles/6909.txt,2005-06-09T14:32:37Z
6910,Functor,../data/articles/6910.txt,2021-10-31T13:57:53Z
6911,Felix Hausdorff,../data/articles/6911.txt,2012-12-17T06:15:35Z
6912,Felix Hausdorff,../data/articles/6912.txt,2021-12-10T15:21:31Z
6913,Fimbulwinter,../data/articles/6913.txt,2021-09-24T14:51:03Z
6914,February 10,../data/articles/6914.txt,2021-12-17T16:37:44Z
6915,Frankfurt,../data/articles/6915.txt,2021-12-13T00:25:55Z
6916,Albert of Saxony,../data/articles/6916.txt,2021-12-05T03:10:26Z
6917,François d'Aguilon,../data/articles/6917.txt,2021-12-03T04:23:27Z
6918,Freenet,../data/articles/6918.txt,2021-12-11T21:35:34Z
6919,Fortified wine,../data/articles/6919.txt,2021-10-31T11:14:02Z
6920,Fred Hoyle,../data/articles/6920.txt,2021-12-08T18:08:59Z
6921,French cuisine,../data/articles/6921.txt,2021-12-01T02:21:00Z
6922,Five-spice powder,../data/articles/6922.txt,2021-10-06T19:41:47Z
6923,Fundamental group,../data/articles/6923.txt,2021-08-10T17:52:18Z
6924,February 19,../data/articles/6924.txt,2021-11-27T17:06:15Z
6925,February 24,../data/articles/6925.txt,2021-11-29T23:09:07Z
6926,February 23,../data/articles/6926.txt,2021-11-25T09:23:06Z
6927,February 22,../data/articles/6927.txt,2021-12-19T20:01:46Z
6928,February 21,../data/articles/6928.txt,2021-11-14T01:58:28Z
6929,FBI (disambiguation),../data/articles/6929.txt,2021-11-26T10:57:16Z
6930,Forth (programming language),../data/articles/6930.txt,2021-11-22T17:18:28Z
6931,Ferdinand de Saussure,../data/articles/6931.txt,2012-12-19T02:34:01Z
6932,List of Scots,../data/articles/6932.txt,2009-05-07T23:10:31Z
6933,Francesco Algarotti,../data/articles/6933.txt,2021-10-07T06:16:03Z
6934,Francisco Álvares,../data/articles/6934.txt,2021-08-23T14:24:40Z
6935,Francesco Andreini,../data/articles/6935.txt,2021-12-19T07:11:38Z
6936,Fifth Monarchists,../data/articles/6936.txt,2021-10-27T05:49:32Z
6937,February 15,../data/articles/6937.txt,2021-12-15T04:38:10Z
6938,February 6,../data/articles/6938.txt,2021-12-14T07:28:26Z
6939,Francis Hopkinson,../data/articles/6939.txt,2021-11-19T16:16:38Z
6940,Honorius (emperor),../data/articles/6940.txt,2021-12-16T22:47:32Z
6941,Formant,../data/articles/6941.txt,2021-12-04T03:40:45Z
6942,February 20,../data/articles/6942.txt,2021-12-08T03:06:52Z
6943,List of programmers,../data/articles/6943.txt,2021-12-18T14:56:21Z
6944,Film stock,../data/articles/6944.txt,2021-09-12T14:29:00Z
6945,Form 1040,../data/articles/6945.txt,2021-08-25T01:48:04Z
6946,Frederick Douglass,../data/articles/6946.txt,2021-12-19T08:24:32Z
6947,Fluid dynamics,../data/articles/6947.txt,2021-11-21T23:34:24Z
6948,Fin,../data/articles/6948.txt,2021-11-24T08:55:08Z
6949,Freyr,../data/articles/6949.txt,2021-11-30T09:11:43Z
6950,Freyja,../data/articles/6950.txt,2021-11-23T13:40:07Z
6951,First-class cricket,../data/articles/6951.txt,2021-12-14T12:01:25Z
6952,Ferdinand de Saussure,../data/articles/6952.txt,2021-11-17T02:05:30Z
6953,Fat,../data/articles/6953.txt,2021-12-12T04:32:46Z
6954,Front line,../data/articles/6954.txt,2021-10-11T19:41:04Z
6955,FIFA,../data/articles/6955.txt,2021-12-19T16:10:08Z
6956,List of presidents of FIFA,../data/articles/6956.txt,2021-11-11T21:10:38Z
6957,Front line (disambiguation),../data/articles/6957.txt,2021-04-05T00:28:21Z
6958,Fascism,../data/articles/6958.txt,2021-12-14T11:57:26Z
6959,Forge,../data/articles/6959.txt,2021-11-04T06:20:10Z
6960,Five Pillars of Islam,../data/articles/6960.txt,2021-12-12T05:50:11Z
6961,Finance,../data/articles/6961.txt,2018-10-15T23:52:33Z
6962,Friction,../data/articles/6962.txt,2021-11-10T22:53:22Z
6963,February 7,../data/articles/6963.txt,2021-12-07T19:34:27Z
6964,Faith,../data/articles/6964.txt,2021-12-19T18:43:12Z
6965,Flavian,../data/articles/6965.txt,2021-08-23T13:33:48Z
6966,Forest,../data/articles/6966.txt,2021-12-18T18:27:55Z
6967,Finger Lakes,../data/articles/6967.txt,2021-12-19T21:40:49Z
6968,Frisian languages,../data/articles/6968.txt,2019-09-19T17:16:51Z
6969,Frisian languages,../data/articles/6969.txt,2019-09-19T17:16:41Z
6970,Kite,../data/articles/6970.txt,2021-12-15T00:22:30Z
6971,Fanzine,../data/articles/6971.txt,2021-12-12T15:35:49Z
6972,Forgotten Futures,../data/articles/6972.txt,2021-09-28T13:38:56Z
6973,Fabritio Caroso,../data/articles/6973.txt,2020-06-06T13:04:41Z
6974,Fatah,../data/articles/6974.txt,2021-12-11T18:13:32Z
6975,Charles Fort,../data/articles/6975.txt,2017-06-05T03:51:54Z
6976,Francesco Borromini,../data/articles/6976.txt,2002-02-25T15:51:15Z
6977,Food and Agriculture Organization,../data/articles/6977.txt,2021-12-20T03:48:03Z
6978,FAO (disambiguation),../data/articles/6978.txt,2019-11-06T20:43:55Z
6979,Félix Guattari,../data/articles/6979.txt,2021-12-17T13:45:32Z
6980,Filioque,../data/articles/6980.txt,2021-12-10T21:18:50Z
6981,FIPS,../data/articles/6981.txt,2016-10-19T06:01:34Z
6982,Federal Information Processing Standards,../data/articles/6982.txt,2021-06-25T09:47:48Z
6983,Fiqh,../data/articles/6983.txt,2021-09-20T15:34:24Z
6984,Flank,../data/articles/6984.txt,2021-06-03T08:51:07Z
6985,Pilus,../data/articles/6985.txt,2012-12-19T22:29:16Z
6986,First Council of Nicaea,../data/articles/6986.txt,2021-12-16T13:01:06Z
6987,February 5,../data/articles/6987.txt,2021-12-20T08:42:22Z
6988,Fayez Banihammad,../data/articles/6988.txt,2008-01-29T21:58:40Z
6989,Fox News,../data/articles/6989.txt,2021-12-18T15:16:24Z
6990,Freeciv,../data/articles/6990.txt,2021-10-13T22:48:08Z
6991,Fornax,../data/articles/6991.txt,2021-11-11T21:46:05Z
6992,Francesco Borromini,../data/articles/6992.txt,2021-07-26T18:24:32Z
6993,Resistance movement,../data/articles/6993.txt,2018-03-08T19:44:14Z
6994,Federal Bureau of Investigation,../data/articles/6994.txt,2021-12-18T12:56:27Z
6995,Flamsteed designation,../data/articles/6995.txt,2021-10-28T05:13:17Z
6996,Wikipedia:Phase II feature requests/Top priorities,../data/articles/6996.txt,2010-09-04T14:04:17Z
6997,Wikipedia:Phase II feature requests/Report features,../data/articles/6997.txt,2012-03-19T20:03:59Z
6998,Wikipedia:Phase II feature requests/Naming conventions,../data/articles/6998.txt,2010-09-04T14:12:11Z
6999,"Wikipedia:Phase II feature requests/Cookies, logins, and privacy",../data/articles/6999.txt,2011-08-23T13:19:10Z
7000,Wikipedia:Phase II feature requests/Other feature requests,../data/articles/7000.txt,2010-09-04T14:15:54Z
7001,Wikipedia:Phase II feature requests/Completed feature requests,../data/articles/7001.txt,2010-09-04T14:29:42Z
7002,Wikipedia:Phase II feature requests/Really ambitious and fanciful feature requests,../data/articles/7002.txt,2011-08-23T13:20:26Z
7003,Wikipedia:Phase II feature requests/Report features and automation,../data/articles/7003.txt,2012-03-19T20:04:14Z
7004,Wikipedia:Phase II feature requests/Interface,../data/articles/7004.txt,2010-09-04T14:37:19Z
7005,Wikipedia:Phase II feature requests/Interface and user preferences,../data/articles/7005.txt,2011-08-23T13:14:28Z
7006,February 26,../data/articles/7006.txt,2021-12-19T18:30:48Z
7007,Northrop F-5,../data/articles/7007.txt,2021-12-14T19:12:48Z
7008,FDR (disambiguation),../data/articles/7008.txt,2021-08-12T20:22:57Z
7009,Fresco,../data/articles/7009.txt,2021-12-07T23:21:23Z
7010,Fire,../data/articles/7010.txt,2021-12-17T21:53:58Z
7011,FIDE,../data/articles/7011.txt,2021-12-15T13:16:40Z
7012,Fresnel equations,../data/articles/7012.txt,2006-01-16T17:06:15Z
7013,Fresnel equations,../data/articles/7013.txt,2021-12-16T16:36:18Z
7014,Figure skating,../data/articles/7014.txt,2021-12-09T13:12:33Z
7015,1948 Arab–Israeli War,../data/articles/7015.txt,2008-09-01T00:27:52Z
7016,Agriculture,../data/articles/7016.txt,2021-01-02T08:59:03Z
7017,Fudge (role-playing game system),../data/articles/7017.txt,2021-12-17T03:00:21Z
7018,February 12,../data/articles/7018.txt,2021-12-17T16:21:09Z
7019,Frederick Copleston,../data/articles/7019.txt,2021-12-14T16:06:52Z
7020,Finance,../data/articles/7020.txt,2021-12-20T09:19:45Z
7021,Asset management,../data/articles/7021.txt,2011-10-16T14:51:26Z
7022,February 17,../data/articles/7022.txt,2021-12-13T13:31:47Z
7023,Feminism,../data/articles/7023.txt,2018-04-30T01:42:24Z
7024,The Pinchcliffe Grand Prix,../data/articles/7024.txt,2021-11-09T18:59:58Z
7025,Fortran,../data/articles/7025.txt,2021-11-27T08:30:05Z
7026,Fortaleza,../data/articles/7026.txt,2021-11-10T12:02:49Z
7027,February 13,../data/articles/7027.txt,2021-11-30T01:40:46Z
7028,Political freedom,../data/articles/7028.txt,2021-08-04T01:21:32Z
7029,List of military slang terms,../data/articles/7029.txt,2020-11-06T01:01:58Z
7030,Foobar,../data/articles/7030.txt,2021-12-19T10:40:45Z
7031,Functional analysis,../data/articles/7031.txt,2021-11-30T16:57:01Z
7032,Frank Sinatra,../data/articles/7032.txt,2021-12-18T11:15:55Z
7033,Funeral,../data/articles/7033.txt,2021-12-14T13:25:54Z
7034,February 11,../data/articles/7034.txt,2021-12-05T17:22:35Z
7035,Feminism,../data/articles/7035.txt,2021-12-20T02:13:18Z
7036,Federal Aviation Administration,../data/articles/7036.txt,2021-12-14T22:37:13Z
7037,Feminism,../data/articles/7037.txt,2019-04-06T16:44:22Z
7038,French Revolution,../data/articles/7038.txt,2021-12-18T13:22:12Z
7039,Fictional universe,../data/articles/7039.txt,2017-03-13T22:20:05Z
7040,Feminist theology,../data/articles/7040.txt,2008-02-18T17:27:56Z
7041,Francis Fukuyama,../data/articles/7041.txt,2021-12-17T08:18:57Z
7042,Fingerspelling,../data/articles/7042.txt,2021-12-04T10:11:47Z
7043,Wikipedia:Press coverage 2004,../data/articles/7043.txt,2021-11-23T20:04:26Z
7044,Four Weddings and a Funeral,../data/articles/7044.txt,2021-12-11T06:42:03Z
7045,Feminist theology,../data/articles/7045.txt,2009-09-07T13:55:45Z
7046,Ferrari,../data/articles/7046.txt,2021-12-18T01:54:23Z
7047,Finno-Ugric languages,../data/articles/7047.txt,2011-04-10T11:09:18Z
7048,Freemasonry,../data/articles/7048.txt,2021-12-19T04:27:36Z
7049,Fulham F.C.,../data/articles/7049.txt,2021-12-11T21:36:14Z
7050,Frankie Goes to Hollywood,../data/articles/7050.txt,2021-12-17T14:59:38Z
7051,Fulham F.C.,../data/articles/7051.txt,2006-04-23T20:27:59Z
7052,Factors of production,../data/articles/7052.txt,2021-12-08T07:28:07Z
7053,"Fort Wayne, Indiana",../data/articles/7053.txt,2021-12-05T17:03:56Z
7054,Fart (word),../data/articles/7054.txt,2021-11-22T15:38:29Z
7055,FA Cup,../data/articles/7055.txt,2021-12-19T23:29:18Z
7056,Fenway Park,../data/articles/7056.txt,2021-11-14T04:26:13Z
7057,Flatulence,../data/articles/7057.txt,2021-11-06T22:48:31Z
7058,Final Fantasy: The Spirits Within,../data/articles/7058.txt,2021-12-03T06:44:12Z
7059,Filter,../data/articles/7059.txt,2021-08-24T10:37:05Z
7060,Free Methodist Church,../data/articles/7060.txt,2021-12-13T19:39:02Z
7061,Fixed point,../data/articles/7061.txt,2021-09-30T18:17:17Z
7062,John Falstaff,../data/articles/7062.txt,2021-11-29T23:39:32Z
7063,Floorball,../data/articles/7063.txt,2021-12-20T12:33:17Z
7064,Premier League,../data/articles/7064.txt,2021-12-20T01:33:17Z
7065,Fine Gael,../data/articles/7065.txt,2021-12-17T19:30:15Z
7066,Fu Manchu,../data/articles/7066.txt,2021-12-11T21:36:23Z
7067,Friesland,../data/articles/7067.txt,2021-12-11T14:37:21Z
7068,"Freud, Oxford",../data/articles/7068.txt,2019-07-14T20:43:48Z
7069,Feminist science fiction,../data/articles/7069.txt,2021-11-23T23:24:01Z
7070,Fellatio,../data/articles/7070.txt,2021-12-13T23:58:22Z
7071,Fatwa,../data/articles/7071.txt,2021-11-09T22:36:52Z
7072,Relax (song),../data/articles/7072.txt,2021-12-16T21:44:32Z
7073,Two Tribes,../data/articles/7073.txt,2021-12-15T00:03:48Z
7074,The Power of Love,../data/articles/7074.txt,2021-07-26T02:33:36Z
7075,Welcome to the Pleasuredome (song),../data/articles/7075.txt,2021-11-20T13:12:05Z
7076,Rage Hard,../data/articles/7076.txt,2021-12-08T22:54:36Z
7077,Liverpool (album),../data/articles/7077.txt,2021-11-19T10:08:22Z
7078,Free City of Danzig,../data/articles/7078.txt,2009-12-25T14:42:25Z
7079,Faroese language,../data/articles/7079.txt,2021-12-17T21:10:57Z
7080,Elementary particle,../data/articles/7080.txt,2021-12-14T01:39:30Z
7081,Miami Marlins,../data/articles/7081.txt,2021-12-17T00:48:46Z
7082,Frontline (Australian TV series),../data/articles/7082.txt,2021-12-02T18:32:07Z
7083,Frédéric Bastiat,../data/articles/7083.txt,2021-11-26T04:38:50Z
7084,Falsifiability,../data/articles/7084.txt,2021-12-18T21:13:55Z
7085,Freikorps,../data/articles/7085.txt,2021-12-19T03:10:18Z
7086,Francisco I. Madero,../data/articles/7086.txt,2021-12-07T20:10:20Z
7087,Fruitarianism,../data/articles/7087.txt,2021-12-04T18:43:51Z
7088,Foreign relations of Afghanistan,../data/articles/7088.txt,2021-12-10T15:10:45Z
7089,List of Polish monarchs,../data/articles/7089.txt,2005-10-26T17:13:17Z
7090,Floccinaucinihilipilification,../data/articles/7090.txt,2021-10-02T22:35:29Z
7091,Felony,../data/articles/7091.txt,2021-12-02T05:15:10Z
7092,Ferdinand of Habsburg,../data/articles/7092.txt,2021-12-14T11:17:49Z
7093,First aid,../data/articles/7093.txt,2021-12-09T00:52:58Z
7094,Feudalism,../data/articles/7094.txt,2021-12-13T16:36:13Z
7095,Fox,../data/articles/7095.txt,2021-11-21T13:52:26Z
7096,Foundationalism,../data/articles/7096.txt,2021-10-10T06:17:15Z
7097,Felidae,../data/articles/7097.txt,2021-12-18T00:35:03Z
7098,Folklore,../data/articles/7098.txt,2021-11-16T23:23:13Z
7099,Fusion cuisine,../data/articles/7099.txt,2021-09-26T16:43:39Z
7100,Frame problem,../data/articles/7100.txt,2021-12-10T15:25:22Z
7101,Frans Eemil Sillanpää,../data/articles/7101.txt,2021-12-16T13:32:17Z
7102,February 27,../data/articles/7102.txt,2021-12-11T14:51:59Z
7103,February 28,../data/articles/7103.txt,2021-12-09T02:07:57Z
7104,Flambards,../data/articles/7104.txt,2021-11-06T21:32:20Z
7105,Father Ted,../data/articles/7105.txt,2021-12-19T12:38:46Z
7106,Foster's Lager,../data/articles/7106.txt,2021-12-05T17:38:38Z
7107,Friends,../data/articles/7107.txt,2021-11-14T01:56:06Z
7108,Fundamental interaction,../data/articles/7108.txt,2004-12-28T21:53:40Z
7109,Frankish,../data/articles/7109.txt,2019-06-24T15:35:33Z
7110,FBI Most Wanted Terrorists,../data/articles/7110.txt,2021-11-23T13:15:16Z
7111,Francis Bacon,../data/articles/7111.txt,2021-12-10T22:10:16Z
7112,February 2,../data/articles/7112.txt,2021-12-10T09:33:34Z
7113,February 3,../data/articles/7113.txt,2021-12-05T04:42:37Z
7114,Free On-line Dictionary of Computing,../data/articles/7114.txt,2021-10-12T16:42:53Z
7115,Wikipedia:Status of FOLDOC import,../data/articles/7115.txt,2008-10-12T03:29:41Z
7116,Wikipedia:Free On-line Dictionary of Computing/symbols - B,../data/articles/7116.txt,2020-11-17T01:48:29Z
7117,Wikipedia:Free On-line Dictionary of Computing/I - K,../data/articles/7117.txt,2015-02-15T21:27:48Z
7118,Wikipedia:Free On-line Dictionary of Computing/L - N,../data/articles/7118.txt,2015-02-15T21:27:54Z
7119,Wikipedia:Free On-line Dictionary of Computing/O - Q,../data/articles/7119.txt,2015-02-15T21:27:58Z
7120,Wikipedia:Free On-line Dictionary of Computing/X - Z,../data/articles/7120.txt,2016-05-07T06:07:40Z
7121,Wikipedia:Free On-line Dictionary of Computing/R - S,../data/articles/7121.txt,2015-02-15T21:28:04Z
7122,Wikipedia:Free On-line Dictionary of Computing/C - D,../data/articles/7122.txt,2015-02-15T21:27:28Z
7123,Wikipedia:Free On-line Dictionary of Computing/T - W,../data/articles/7123.txt,2016-05-15T16:33:10Z
7124,Wikipedia:Free On-line Dictionary of Computing/E - H,../data/articles/7124.txt,2015-02-15T21:27:32Z
7125,Free On-line Dictionary of Computing,../data/articles/7125.txt,2012-12-19T16:33:07Z
7126,Free On-line Dictionary of Computing,../data/articles/7126.txt,2012-12-19T16:33:10Z
7127,First-order predicate,../data/articles/7127.txt,2021-09-13T20:44:33Z
7128,Snap (gridiron football),../data/articles/7128.txt,2021-10-22T17:05:11Z
7129,Firewire (disambiguation),../data/articles/7129.txt,2021-12-09T15:38:48Z
7130,FIFO (computing and electronics),../data/articles/7130.txt,2021-10-30T22:17:56Z
7131,Firewall (construction),../data/articles/7131.txt,2021-12-13T13:53:40Z
7132,Feudalism,../data/articles/7132.txt,2012-05-12T08:02:09Z
7133,Fenrir (disambiguation),../data/articles/7133.txt,2021-07-18T18:04:15Z
7134,Frigg,../data/articles/7134.txt,2021-12-13T17:32:40Z
7135,Freehold,../data/articles/7135.txt,2020-03-30T17:21:54Z
7136,Field-effect transistor,../data/articles/7136.txt,2017-06-05T03:52:09Z
7137,Felix Wankel,../data/articles/7137.txt,2021-12-06T09:33:25Z
7138,February 4,../data/articles/7138.txt,2021-12-04T02:36:38Z
7139,February 8,../data/articles/7139.txt,2021-12-07T19:11:10Z
7140,February 9,../data/articles/7140.txt,2021-11-30T01:41:51Z
7141,February 16,../data/articles/7141.txt,2021-12-09T03:42:39Z
7142,February 18,../data/articles/7142.txt,2021-10-13T03:51:58Z
7143,Floor leader,../data/articles/7143.txt,2021-08-20T21:35:47Z
7144,Fabio Taglioni,../data/articles/7144.txt,2021-12-07T18:09:25Z
7145,Fourth-generation programming language,../data/articles/7145.txt,2021-11-02T13:24:28Z
7146,Cat,../data/articles/7146.txt,2013-01-11T00:07:02Z
7147,Frank Capra,../data/articles/7147.txt,2021-12-20T02:54:57Z
7148,FIFA World Cup,../data/articles/7148.txt,2021-12-16T02:15:44Z
7149,Quintus Fabius Maximus Verrucosus,../data/articles/7149.txt,2021-12-17T00:21:07Z
7150,Far,../data/articles/7150.txt,2019-03-02T09:44:40Z
7151,Floating-point arithmetic,../data/articles/7151.txt,2021-12-19T21:46:51Z
7152,First Epistle to the Corinthians,../data/articles/7152.txt,2021-11-17T17:45:27Z
7153,List of Scots,../data/articles/7153.txt,2021-12-11T21:47:44Z
7154,List of South Africans,../data/articles/7154.txt,2021-12-11T12:05:08Z
7155,File manager,../data/articles/7155.txt,2021-12-18T18:20:05Z
7156,File viewer,../data/articles/7156.txt,2021-10-02T02:17:21Z
7157,First Epistle to Timothy,../data/articles/7157.txt,2006-09-29T07:39:25Z
7158,First Epistle of Peter,../data/articles/7158.txt,2021-11-12T20:54:26Z
7159,First Epistle of John,../data/articles/7159.txt,2021-12-09T04:05:52Z
7160,First Vatican Council,../data/articles/7160.txt,2021-12-17T01:17:35Z
7161,First Council of the Lateran,../data/articles/7161.txt,2021-09-14T20:25:56Z
7162,Four Noble Truths,../data/articles/7162.txt,2021-12-16T17:50:35Z
7163,Film,../data/articles/7163.txt,2019-05-28T21:15:45Z
7164,French Republican calendar,../data/articles/7164.txt,2021-12-17T05:59:25Z
7165,Freeman Dyson,../data/articles/7165.txt,2021-12-17T06:44:39Z
7166,Fourth Council of the Lateran,../data/articles/7166.txt,2021-12-13T14:05:25Z
7167,Franconia,../data/articles/7167.txt,2021-12-15T01:55:30Z
7168,FileMan,../data/articles/7168.txt,2018-09-23T06:33:17Z
7169,United States Foreign Intelligence Surveillance Court,../data/articles/7169.txt,2021-12-04T18:50:02Z
7170,First-past-the-post voting,../data/articles/7170.txt,2020-05-26T17:03:37Z
7171,FC Den Bosch,../data/articles/7171.txt,2021-12-16T15:21:23Z
7172,Female genital mutilation,../data/articles/7172.txt,2021-12-13T02:21:37Z
7173,Home economics,../data/articles/7173.txt,2017-02-19T11:30:07Z
7174,Fermentation (disambiguation),../data/articles/7174.txt,2018-02-05T01:48:43Z
7175,Forcemeat,../data/articles/7175.txt,2021-11-04T01:41:35Z
7176,Madhhab,../data/articles/7176.txt,2017-01-29T11:28:48Z
7177,Forseti,../data/articles/7177.txt,2021-12-03T22:15:30Z
7178,Fiorello La Guardia,../data/articles/7178.txt,2021-12-16T19:22:22Z
7179,Foot,../data/articles/7179.txt,2020-08-28T06:56:46Z
7180,Flag,../data/articles/7180.txt,2021-11-24T21:38:11Z
7181,Father Dougal McGuire,../data/articles/7181.txt,2021-12-11T21:36:44Z
7182,Flores,../data/articles/7182.txt,2021-08-29T11:27:46Z
7183,First Punic War,../data/articles/7183.txt,2021-11-17T16:26:59Z
7184,Frame story,../data/articles/7184.txt,2004-08-30T21:52:47Z
7185,False document,../data/articles/7185.txt,2021-03-20T01:28:01Z
7186,Fernando Pessoa,../data/articles/7186.txt,2021-11-11T16:45:41Z
7187,Full moon,../data/articles/7187.txt,2021-12-20T07:20:15Z
7188,Film format,../data/articles/7188.txt,2021-09-06T01:17:49Z
7189,French language,../data/articles/7189.txt,2019-08-30T09:19:51Z
7190,Cardinal virtues,../data/articles/7190.txt,2006-06-20T03:39:39Z
7191,Faster-than-light,../data/articles/7191.txt,2021-12-16T18:11:55Z
7192,FTL,../data/articles/7192.txt,2021-12-08T23:50:52Z
7193,FidoNet,../data/articles/7193.txt,2021-12-19T13:51:46Z
7194,Falsification,../data/articles/7194.txt,2017-10-29T10:12:57Z
7195,Homeland,../data/articles/7195.txt,2021-07-13T17:10:07Z
7196,Frederick V,../data/articles/7196.txt,2005-03-09T18:20:44Z
7197,Flag of the United States,../data/articles/7197.txt,2021-12-20T02:56:57Z
7198,Federated States of Micronesia,../data/articles/7198.txt,2021-12-12T01:35:59Z
7199,"Frederick William, Elector of Brandenburg",../data/articles/7199.txt,2021-11-23T08:13:43Z
7200,Frederick II,../data/articles/7200.txt,2006-03-17T18:45:20Z
7201,Frederick V,../data/articles/7201.txt,2020-10-08T16:40:06Z
7202,Frederick William I,../data/articles/7202.txt,2006-03-06T19:01:35Z
7203,French horn,../data/articles/7203.txt,2021-12-09T16:56:18Z
